URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,HasObfuscation,NoOfSlashInURL,ContainsSuspiciousKeyword,Entropy,CharContinuationRate
74.0,17.0,0.0,3.0,1.0,47.0,0.6351,12.0,0.1622,0.0,0.0,0.0,6.0,0.0811,0.0,0.0,7.0,0.0,4.5623,0.1216
120.0,16.0,0.0,3.0,1.0,96.0,0.8,1.0,0.0083,0.0,0.0,0.0,15.0,0.125,0.0,0.0,5.0,0.0,4.7831,0.0667
88.0,28.0,0.0,3.0,1.0,70.0,0.7955,5.0,0.0568,0.0,0.0,0.0,6.0,0.0682,1.0,0.0,5.0,0.0,4.435,0.1477
31.0,23.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,3.889,0.4839
32.0,24.0,0.0,2.0,2.0,26.0,0.8125,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,1.0,0.0,2.0,0.0,3.6556,0.4375
37.0,29.0,0.0,3.0,1.0,32.0,0.8649,0.0,0.0,0.0,0.0,0.0,1.0,0.027,1.0,0.0,2.0,0.0,4.1008,0.5676
38.0,20.0,0.0,3.0,1.0,30.0,0.7895,0.0,0.0,0.0,0.0,0.0,1.0,0.0263,0.0,0.0,5.0,0.0,3.8732,0.3158
38.0,29.0,0.0,3.0,1.0,25.0,0.6579,6.0,0.1579,0.0,0.0,0.0,2.0,0.0526,1.0,0.0,3.0,0.0,4.3661,0.2632
19.0,11.0,0.0,3.0,1.0,14.0,0.7368,0.0,0.0,0.0,0.0,0.0,1.0,0.0526,1.0,0.0,2.0,0.0,3.6819,0.2632
67.0,24.0,0.0,3.0,0.0,57.0,0.8507,0.0,0.0,0.0,0.0,0.0,2.0,0.0299,0.0,0.0,6.0,1.0,4.2009,0.2985
62.0,21.0,0.0,2.0,0.0,46.0,0.7419,7.0,0.1129,0.0,0.0,0.0,3.0,0.0484,0.0,0.0,5.0,0.0,4.4283,0.1452
57.0,17.0,0.0,3.0,1.0,43.0,0.7544,4.0,0.0702,0.0,0.0,0.0,4.0,0.0702,1.0,1.0,4.0,0.0,4.2905,0.1579
21.0,13.0,0.0,2.0,1.0,13.0,0.619,3.0,0.1429,0.0,0.0,0.0,1.0,0.0476,1.0,0.0,2.0,0.0,3.6897,0.2381
108.0,42.0,0.0,3.0,2.0,84.0,0.7778,9.0,0.0833,0.0,0.0,0.0,1.0,0.0093,1.0,0.0,10.0,1.0,4.5931,0.1759
54.0,45.0,0.0,3.0,1.0,41.0,0.7593,4.0,0.0741,0.0,0.0,0.0,4.0,0.0741,1.0,0.0,3.0,1.0,4.3431,0.2037
31.0,11.0,0.0,3.0,0.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,3.0,0.0,3.9503,0.3548
40.0,17.0,0.0,3.0,1.0,31.0,0.775,0.0,0.0,0.0,0.0,0.0,2.0,0.05,0.0,0.0,5.0,0.0,3.9226,0.225
49.0,17.0,0.0,3.0,1.0,40.0,0.8163,0.0,0.0,0.0,0.0,0.0,2.0,0.0408,0.0,0.0,4.0,0.0,4.3112,0.2041
19.0,11.0,0.0,3.0,1.0,14.0,0.7368,0.0,0.0,0.0,0.0,0.0,1.0,0.0526,1.0,0.0,2.0,0.0,3.5766,0.2632
49.0,25.0,0.0,3.0,0.0,40.0,0.8163,0.0,0.0,0.0,0.0,0.0,2.0,0.0408,0.0,0.0,6.0,0.0,4.0842,0.4286
28.0,20.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,3.9947,0.4286
80.0,12.0,0.0,3.0,0.0,67.0,0.8375,0.0,0.0,0.0,0.0,0.0,4.0,0.05,0.0,0.0,7.0,0.0,4.3292,0.175
63.0,18.0,0.0,3.0,1.0,50.0,0.7937,4.0,0.0635,0.0,0.0,0.0,2.0,0.0317,1.0,0.0,5.0,0.0,4.2398,0.1746
82.0,29.0,0.0,3.0,2.0,63.0,0.7683,6.0,0.0732,0.0,0.0,0.0,4.0,0.0488,1.0,0.0,5.0,0.0,4.626,0.1463
69.0,25.0,0.0,3.0,0.0,58.0,0.8406,0.0,0.0,0.0,0.0,0.0,1.0,0.0145,0.0,0.0,8.0,0.0,4.2101,0.3043
78.0,19.0,0.0,3.0,0.0,66.0,0.8462,5.0,0.0641,0.0,0.0,0.0,2.0,0.0256,0.0,0.0,4.0,0.0,4.769,0.2692
91.0,20.0,0.0,3.0,1.0,76.0,0.8352,0.0,0.0,0.0,0.0,0.0,9.0,0.0989,0.0,0.0,4.0,1.0,4.1827,0.1319
30.0,22.0,0.0,3.0,1.0,25.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,1.0,0.0,2.0,0.0,4.0566,0.4667
46.0,24.0,0.0,2.0,1.0,36.0,0.7826,0.0,0.0,0.0,0.0,0.0,3.0,0.0652,1.0,0.0,4.0,0.0,4.1891,0.1957
38.0,26.0,0.0,3.0,1.0,31.0,0.8158,0.0,0.0,0.0,0.0,0.0,1.0,0.0263,0.0,0.0,4.0,0.0,4.3135,0.4737
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.8101,0.4074
22.0,15.0,0.0,3.0,1.0,16.0,0.7273,1.0,0.0455,0.0,0.0,0.0,1.0,0.0455,0.0,0.0,2.0,0.0,3.7322,0.1818
249.0,10.0,0.0,2.0,0.0,130.0,0.5221,74.0,0.2972,9.0,2.0,12.0,1.0,0.004,0.0,0.0,6.0,0.0,4.9949,0.0602
36.0,18.0,0.0,3.0,0.0,24.0,0.6667,6.0,0.1667,0.0,0.0,0.0,1.0,0.0278,0.0,0.0,4.0,0.0,4.0934,0.3889
45.0,12.0,0.0,3.0,0.0,34.0,0.7556,3.0,0.0667,0.0,0.0,0.0,3.0,0.0667,0.0,0.0,4.0,0.0,4.4529,0.2667
80.0,7.0,0.0,2.0,0.0,68.0,0.85,6.0,0.075,0.0,0.0,0.0,1.0,0.0125,1.0,0.0,4.0,0.0,4.6685,0.25
79.0,15.0,0.0,3.0,0.0,54.0,0.6835,8.0,0.1013,0.0,0.0,0.0,10.0,0.1266,0.0,0.0,6.0,0.0,4.5077,0.1392
130.0,11.0,0.0,3.0,0.0,77.0,0.5923,27.0,0.2077,0.0,0.0,0.0,6.0,0.0462,0.0,0.0,11.0,0.0,4.5038,0.0615
45.0,21.0,0.0,3.0,1.0,33.0,0.7333,4.0,0.0889,0.0,0.0,0.0,2.0,0.0444,0.0,0.0,3.0,0.0,4.0022,0.2
25.0,17.0,0.0,2.0,1.0,19.0,0.76,0.0,0.0,0.0,0.0,0.0,2.0,0.08,1.0,0.0,2.0,0.0,3.9737,0.2
35.0,27.0,0.0,3.0,1.0,30.0,0.8571,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,1.0,0.0,2.0,0.0,3.99,0.5429
36.0,28.0,0.0,3.0,1.0,31.0,0.8611,0.0,0.0,0.0,0.0,0.0,1.0,0.0278,1.0,0.0,2.0,0.0,4.1206,0.5556
55.0,23.0,0.0,3.0,1.0,46.0,0.8364,0.0,0.0,1.0,1.0,0.0,1.0,0.0182,0.0,0.0,3.0,0.0,4.2623,0.2727
47.0,14.0,0.0,2.0,1.0,37.0,0.7872,0.0,0.0,0.0,0.0,0.0,1.0,0.0213,0.0,0.0,6.0,0.0,4.1048,0.1702
44.0,19.0,0.0,3.0,1.0,33.0,0.75,2.0,0.0455,0.0,0.0,0.0,1.0,0.0227,0.0,0.0,6.0,0.0,3.9108,0.25
28.0,20.0,0.0,3.0,1.0,22.0,0.7857,0.0,0.0,0.0,0.0,0.0,2.0,0.0714,1.0,0.0,2.0,0.0,3.7674,0.25
35.0,27.0,0.0,3.0,1.0,30.0,0.8571,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,1.0,0.0,2.0,0.0,4.2506,0.5429
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,4.0603,0.4074
25.0,18.0,0.0,4.0,1.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,2.0,0.0,4.0537,0.36
75.0,29.0,0.0,3.0,0.0,59.0,0.7867,2.0,0.0267,1.0,1.0,0.0,2.0,0.0267,1.0,0.0,6.0,0.0,4.4308,0.2533
68.0,24.0,0.0,3.0,1.0,53.0,0.7794,4.0,0.0588,0.0,0.0,0.0,4.0,0.0588,0.0,1.0,5.0,0.0,4.4021,0.1471
33.0,25.0,0.0,3.0,1.0,28.0,0.8485,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,1.0,0.0,2.0,0.0,3.9146,0.5152
32.0,25.0,0.0,3.0,1.0,27.0,0.8438,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,0.0,0.0,2.0,0.0,4.0275,0.5312
76.0,20.0,0.0,2.0,1.0,62.0,0.8158,0.0,0.0,0.0,0.0,0.0,7.0,0.0921,0.0,0.0,4.0,0.0,4.4314,0.1316
28.0,21.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,0.0,0.0,2.0,0.0,4.0122,0.4643
42.0,16.0,0.0,3.0,1.0,34.0,0.8095,0.0,0.0,0.0,0.0,0.0,2.0,0.0476,0.0,0.0,4.0,0.0,4.1479,0.2381
63.0,24.0,0.0,3.0,1.0,54.0,0.8571,0.0,0.0,0.0,0.0,0.0,1.0,0.0159,0.0,0.0,6.0,0.0,4.1536,0.1587
50.0,20.0,0.0,3.0,0.0,40.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,7.0,0.0,4.1333,0.32
23.0,15.0,0.0,3.0,1.0,18.0,0.7826,0.0,0.0,0.0,0.0,0.0,1.0,0.0435,1.0,0.0,2.0,0.0,3.5555,0.3043
51.0,13.0,0.0,3.0,1.0,25.0,0.4902,15.0,0.2941,0.0,0.0,0.0,4.0,0.0784,0.0,0.0,4.0,0.0,4.4412,0.1373
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.4542,0.4074
48.0,39.0,0.0,3.0,1.0,28.0,0.5833,14.0,0.2917,0.0,0.0,0.0,1.0,0.0208,1.0,0.0,3.0,1.0,4.3478,0.2917
56.0,17.0,0.0,3.0,0.0,48.0,0.8571,0.0,0.0,0.0,0.0,0.0,1.0,0.0179,0.0,0.0,6.0,0.0,4.0958,0.2321
33.0,25.0,0.0,2.0,2.0,27.0,0.8182,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,1.0,0.0,2.0,0.0,4.1044,0.4242
31.0,22.0,0.0,2.0,1.0,11.0,0.3548,12.0,0.3871,0.0,0.0,0.0,3.0,0.0968,1.0,0.0,3.0,0.0,3.7686,0.1935
31.0,23.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,4.0826,0.4839
25.0,17.0,0.0,3.0,1.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,2.0,0.0,4.0537,0.36
48.0,20.0,0.0,3.0,0.0,40.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0208,0.0,0.0,5.0,0.0,4.0145,0.3333
86.0,14.0,0.0,3.0,1.0,76.0,0.8837,0.0,0.0,0.0,0.0,0.0,1.0,0.0116,0.0,0.0,6.0,0.0,4.4554,0.3953
36.0,11.0,0.0,3.0,0.0,27.0,0.75,2.0,0.0556,0.0,0.0,0.0,1.0,0.0278,0.0,0.0,5.0,0.0,4.2499,0.2222
287.0,17.0,0.0,3.0,1.0,195.0,0.6794,54.0,0.1882,7.0,1.0,2.0,17.0,0.0592,1.0,1.0,7.0,1.0,5.2923,0.0383
33.0,13.0,0.0,2.0,0.0,27.0,0.8182,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,0.0,0.0,4.0,0.0,3.859,0.303
25.0,17.0,0.0,3.0,1.0,18.0,0.72,0.0,0.0,0.0,0.0,0.0,2.0,0.08,0.0,0.0,3.0,0.0,3.7533,0.2
69.0,17.0,0.0,3.0,1.0,57.0,0.8261,0.0,0.0,0.0,0.0,0.0,3.0,0.0435,1.0,0.0,7.0,0.0,4.2382,0.1594
69.0,15.0,0.0,3.0,0.0,58.0,0.8406,0.0,0.0,0.0,0.0,0.0,6.0,0.087,0.0,0.0,4.0,0.0,4.0844,0.1594
30.0,22.0,0.0,3.0,2.0,24.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,1.0,0.0,2.0,0.0,3.9647,0.2333
20.0,12.0,0.0,3.0,1.0,15.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,2.0,0.0,3.6842,0.25
33.0,22.0,0.0,3.0,1.0,26.0,0.7879,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,0.0,0.0,4.0,0.0,3.9424,0.3333
69.0,30.0,0.0,7.0,1.0,43.0,0.6232,15.0,0.2174,2.0,1.0,1.0,1.0,0.0145,0.0,0.0,4.0,0.0,5.0103,0.1594
78.0,16.0,0.0,3.0,1.0,55.0,0.7051,13.0,0.1667,0.0,0.0,0.0,1.0,0.0128,0.0,0.0,7.0,0.0,4.7025,0.1667
57.0,20.0,0.0,2.0,1.0,47.0,0.8246,0.0,0.0,0.0,0.0,0.0,2.0,0.0351,0.0,0.0,5.0,1.0,4.181,0.2456
81.0,29.0,0.0,3.0,1.0,48.0,0.5926,25.0,0.3086,0.0,0.0,0.0,1.0,0.0123,0.0,0.0,4.0,0.0,4.6748,0.2593
32.0,24.0,0.0,2.0,2.0,26.0,0.8125,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,1.0,0.0,2.0,0.0,3.8667,0.4375
25.0,17.0,0.0,3.0,1.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,2.0,0.0,3.7035,0.36
51.0,16.0,0.0,3.0,1.0,41.0,0.8039,0.0,0.0,0.0,0.0,0.0,4.0,0.0784,1.0,0.0,4.0,0.0,4.4444,0.1765
49.0,18.0,0.0,3.0,1.0,42.0,0.8571,0.0,0.0,0.0,0.0,0.0,1.0,0.0204,1.0,0.0,4.0,0.0,4.2416,0.2245
18.0,9.0,0.0,3.0,0.0,13.0,0.7222,0.0,0.0,0.0,0.0,0.0,1.0,0.0556,1.0,0.0,3.0,0.0,3.6835,0.2778
72.0,16.0,0.0,3.0,1.0,60.0,0.8333,0.0,0.0,1.0,0.0,0.0,3.0,0.0417,0.0,0.0,6.0,0.0,4.5167,0.125
45.0,20.0,0.0,3.0,1.0,35.0,0.7778,1.0,0.0222,0.0,0.0,0.0,2.0,0.0444,1.0,0.0,5.0,0.0,4.2167,0.2667
31.0,23.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,4.0668,0.4839
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.9582,0.4074
44.0,14.0,0.0,2.0,1.0,28.0,0.6364,7.0,0.1591,0.0,0.0,0.0,1.0,0.0227,0.0,0.0,5.0,0.0,4.3542,0.1818
35.0,26.0,0.0,3.0,1.0,25.0,0.7143,4.0,0.1143,0.0,0.0,0.0,1.0,0.0286,1.0,0.0,3.0,0.0,4.229,0.4
267.0,12.0,0.0,3.0,0.0,187.0,0.7004,44.0,0.1648,4.0,1.0,3.0,19.0,0.0712,0.0,0.0,6.0,1.0,5.1465,0.1011
24.0,16.0,0.0,3.0,1.0,19.0,0.7917,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,1.0,0.0,2.0,0.0,3.8868,0.3333
36.0,28.0,0.0,3.0,1.0,31.0,0.8611,0.0,0.0,0.0,0.0,0.0,1.0,0.0278,1.0,0.0,2.0,0.0,3.954,0.5556
119.0,16.0,0.0,2.0,1.0,93.0,0.7815,5.0,0.042,3.0,1.0,2.0,6.0,0.0504,0.0,0.0,6.0,1.0,4.6965,0.084
37.0,20.0,0.0,2.0,1.0,29.0,0.7838,0.0,0.0,0.0,0.0,0.0,2.0,0.0541,0.0,0.0,3.0,1.0,4.0264,0.1892
28.0,13.0,0.0,3.0,0.0,21.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,0.0,0.0,5.0,0.0,3.4372,0.3214
49.0,14.0,0.0,3.0,1.0,39.0,0.7959,0.0,0.0,0.0,0.0,0.0,3.0,0.0612,1.0,0.0,5.0,0.0,4.1913,0.1429
29.0,21.0,0.0,3.0,1.0,24.0,0.8276,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,2.0,0.0,3.9059,0.4483
37.0,29.0,0.0,2.0,3.0,30.0,0.8108,0.0,0.0,0.0,0.0,0.0,1.0,0.027,1.0,0.0,2.0,0.0,4.0335,0.3784
49.0,13.0,0.0,3.0,1.0,35.0,0.7143,5.0,0.102,0.0,0.0,0.0,1.0,0.0204,0.0,0.0,6.0,0.0,4.3232,0.2449
27.0,20.0,0.0,2.0,2.0,14.0,0.5185,7.0,0.2593,0.0,0.0,0.0,1.0,0.037,0.0,0.0,2.0,0.0,3.9582,0.2593
29.0,20.0,0.0,3.0,1.0,23.0,0.7931,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,3.0,0.0,3.5814,0.4138
41.0,34.0,0.0,7.0,1.0,36.0,0.878,0.0,0.0,0.0,0.0,0.0,1.0,0.0244,0.0,0.0,2.0,0.0,4.1923,0.5366
40.0,32.0,0.0,3.0,1.0,34.0,0.85,0.0,0.0,0.0,0.0,0.0,2.0,0.05,1.0,0.0,2.0,0.0,4.066,0.325
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.8101,0.4074
37.0,28.0,0.0,3.0,1.0,28.0,0.7568,3.0,0.0811,0.0,0.0,0.0,1.0,0.027,1.0,0.0,3.0,0.0,4.3038,0.4595
63.0,21.0,0.0,3.0,0.0,53.0,0.8413,0.0,0.0,0.0,0.0,0.0,2.0,0.0317,0.0,0.0,7.0,0.0,4.3105,0.2698
21.0,13.0,0.0,3.0,1.0,16.0,0.7619,0.0,0.0,0.0,0.0,0.0,1.0,0.0476,1.0,0.0,2.0,0.0,3.6538,0.2381
28.0,21.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,0.0,0.0,2.0,0.0,3.8963,0.4643
29.0,21.0,0.0,3.0,1.0,23.0,0.7931,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,0.0,0.0,3.0,0.0,3.8052,0.4483
29.0,17.0,0.0,3.0,0.0,23.0,0.7931,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,4.0,0.0,3.9354,0.4483
21.0,14.0,0.0,3.0,1.0,16.0,0.7619,0.0,0.0,0.0,0.0,0.0,1.0,0.0476,0.0,0.0,2.0,0.0,3.7849,0.2857
22.0,14.0,0.0,3.0,1.0,17.0,0.7727,0.0,0.0,0.0,0.0,0.0,1.0,0.0455,1.0,0.0,2.0,0.0,3.8797,0.2727
35.0,27.0,0.0,3.0,1.0,30.0,0.8571,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,1.0,0.0,2.0,0.0,3.99,0.5429
293.0,16.0,0.0,3.0,1.0,179.0,0.6109,62.0,0.2116,6.0,2.0,10.0,12.0,0.041,0.0,0.0,6.0,0.0,5.0474,0.0512
35.0,19.0,0.0,3.0,0.0,28.0,0.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0571,0.0,0.0,4.0,0.0,4.036,0.4286
51.0,16.0,0.0,3.0,1.0,39.0,0.7647,1.0,0.0196,0.0,0.0,0.0,4.0,0.0784,1.0,0.0,5.0,0.0,4.2236,0.1569
61.0,32.0,0.0,3.0,1.0,52.0,0.8525,0.0,0.0,0.0,0.0,0.0,1.0,0.0164,0.0,0.0,4.0,1.0,4.1965,0.3934
34.0,11.0,0.0,3.0,0.0,27.0,0.7941,0.0,0.0,0.0,0.0,0.0,1.0,0.0294,0.0,0.0,5.0,0.0,3.8895,0.2059
35.0,27.0,0.0,3.0,1.0,30.0,0.8571,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,1.0,0.0,2.0,0.0,4.1287,0.5429
44.0,16.0,0.0,3.0,1.0,36.0,0.8182,0.0,0.0,0.0,0.0,0.0,1.0,0.0227,1.0,0.0,5.0,0.0,4.0532,0.2045
61.0,21.0,0.0,3.0,1.0,41.0,0.6721,9.0,0.1475,2.0,1.0,1.0,1.0,0.0164,1.0,0.0,4.0,0.0,4.3911,0.1803
37.0,16.0,0.0,3.0,1.0,26.0,0.7027,4.0,0.1081,0.0,0.0,0.0,1.0,0.027,1.0,0.0,4.0,0.0,4.0876,0.2162
85.0,17.0,0.0,3.0,1.0,69.0,0.8118,0.0,0.0,1.0,1.0,0.0,4.0,0.0471,0.0,0.0,6.0,0.0,4.3404,0.1059
35.0,20.0,0.0,3.0,1.0,27.0,0.7714,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,0.0,0.0,5.0,0.0,4.1043,0.3429
61.0,25.0,0.0,2.0,1.0,51.0,0.8361,0.0,0.0,0.0,0.0,0.0,1.0,0.0164,0.0,0.0,6.0,0.0,4.1524,0.2951
40.0,31.0,0.0,2.0,2.0,33.0,0.825,0.0,0.0,0.0,0.0,0.0,1.0,0.025,1.0,0.0,3.0,0.0,4.1776,0.35
26.0,18.0,0.0,3.0,1.0,21.0,0.8077,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,1.0,0.0,2.0,0.0,3.6612,0.3846
51.0,18.0,0.0,3.0,1.0,40.0,0.7843,2.0,0.0392,0.0,0.0,0.0,4.0,0.0784,1.0,0.0,3.0,0.0,4.2675,0.1765
32.0,23.0,0.0,3.0,1.0,25.0,0.7812,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,1.0,0.0,3.0,0.0,4.1792,0.25
163.0,33.0,0.0,3.0,1.0,135.0,0.8282,4.0,0.0245,2.0,1.0,2.0,11.0,0.0675,0.0,0.0,5.0,0.0,4.8285,0.1534
42.0,21.0,0.0,3.0,1.0,35.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0238,0.0,0.0,3.0,0.0,4.1985,0.3095
66.0,15.0,0.0,3.0,1.0,49.0,0.7424,4.0,0.0606,0.0,0.0,0.0,4.0,0.0606,0.0,0.0,6.0,0.0,4.5602,0.1061
61.0,43.0,0.0,3.0,1.0,33.0,0.541,20.0,0.3279,0.0,0.0,0.0,2.0,0.0328,1.0,0.0,3.0,0.0,4.6498,0.0984
38.0,30.0,0.0,3.0,1.0,33.0,0.8684,0.0,0.0,0.0,0.0,0.0,1.0,0.0263,1.0,0.0,2.0,0.0,4.241,0.5789
43.0,20.0,0.0,3.0,1.0,36.0,0.8372,0.0,0.0,0.0,0.0,0.0,1.0,0.0233,0.0,0.0,3.0,0.0,4.1848,0.2791
58.0,14.0,0.0,3.0,0.0,38.0,0.6552,8.0,0.1379,0.0,0.0,0.0,4.0,0.069,0.0,0.0,6.0,0.0,4.2908,0.1724
56.0,22.0,0.0,3.0,1.0,46.0,0.8214,0.0,0.0,0.0,0.0,0.0,3.0,0.0536,0.0,0.0,5.0,0.0,4.1045,0.25
153.0,76.0,0.0,3.0,4.0,98.0,0.6405,37.0,0.2418,1.0,1.0,0.0,8.0,0.0523,0.0,0.0,3.0,0.0,5.0199,0.098
27.0,19.0,0.0,3.0,1.0,21.0,0.7778,0.0,0.0,0.0,0.0,0.0,2.0,0.0741,1.0,0.0,2.0,0.0,3.8101,0.2593
29.0,21.0,0.0,2.0,2.0,23.0,0.7931,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,2.0,0.0,3.8573,0.3793
29.0,20.0,0.0,3.0,0.0,24.0,0.8276,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,3.0,0.0,3.8833,0.5517
39.0,16.0,0.0,3.0,0.0,32.0,0.8205,0.0,0.0,0.0,0.0,0.0,1.0,0.0256,0.0,0.0,4.0,0.0,3.9966,0.3077
37.0,28.0,0.0,3.0,1.0,31.0,0.8378,0.0,0.0,0.0,0.0,0.0,1.0,0.027,1.0,0.0,3.0,0.0,4.1885,0.3243
41.0,25.0,0.0,3.0,1.0,33.0,0.8049,1.0,0.0244,0.0,0.0,0.0,2.0,0.0488,0.0,1.0,3.0,0.0,4.473,0.4146
38.0,19.0,0.0,3.0,1.0,30.0,0.7895,0.0,0.0,0.0,0.0,0.0,2.0,0.0526,0.0,0.0,3.0,0.0,4.0632,0.1316
93.0,74.0,0.0,4.0,2.0,71.0,0.7634,14.0,0.1505,0.0,0.0,0.0,1.0,0.0108,1.0,0.0,3.0,0.0,4.8496,0.172
46.0,17.0,0.0,2.0,1.0,37.0,0.8043,0.0,0.0,0.0,0.0,0.0,1.0,0.0217,0.0,0.0,5.0,0.0,3.8875,0.2174
28.0,20.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,3.709,0.4286
93.0,14.0,0.0,3.0,1.0,57.0,0.6129,21.0,0.2258,3.0,1.0,2.0,2.0,0.0215,1.0,1.0,4.0,0.0,5.0252,0.1183
37.0,11.0,0.0,2.0,0.0,30.0,0.8108,0.0,0.0,0.0,0.0,0.0,1.0,0.027,0.0,0.0,4.0,0.0,3.9723,0.2162
90.0,14.0,0.0,3.0,0.0,59.0,0.6556,14.0,0.1556,3.0,2.0,1.0,3.0,0.0333,0.0,0.0,4.0,0.0,4.8901,0.1111
25.0,17.0,0.0,5.0,0.0,18.0,0.72,2.0,0.08,0.0,0.0,0.0,1.0,0.04,0.0,0.0,3.0,0.0,3.8333,0.36
28.0,16.0,0.0,3.0,0.0,22.0,0.7857,1.0,0.0357,0.0,0.0,0.0,1.0,0.0357,0.0,0.0,3.0,0.0,4.2534,0.2857
21.0,13.0,0.0,3.0,1.0,16.0,0.7619,0.0,0.0,0.0,0.0,0.0,1.0,0.0476,1.0,0.0,2.0,0.0,3.4633,0.2381
28.0,19.0,0.0,3.0,1.0,17.0,0.6071,5.0,0.1786,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,3.0,0.0,4.1106,0.3214
33.0,25.0,0.0,2.0,2.0,27.0,0.8182,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,1.0,0.0,2.0,0.0,4.1044,0.4545
97.0,26.0,0.0,3.0,0.0,77.0,0.7938,9.0,0.0928,1.0,1.0,0.0,5.0,0.0515,1.0,0.0,3.0,0.0,4.8022,0.1546
31.0,23.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,4.0668,0.4839
52.0,16.0,0.0,3.0,1.0,44.0,0.8462,0.0,0.0,0.0,0.0,0.0,2.0,0.0385,1.0,0.0,4.0,0.0,4.1738,0.1923
26.0,18.0,0.0,3.0,1.0,21.0,0.8077,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,1.0,0.0,2.0,0.0,3.6714,0.3846
